"135z -- Työvoimatutkimuksen tärkeimmät tunnusluvut, niiden kausitasoitetut aikasarjat sekä kausi- ja satunnaisvaihtelusta tasoitetut trendit, 2010M01-2026M06"

"Kuukausi";"Työllisyysaste, 15-64-vuotiaat, %";"Työllisyysaste, 15-64-vuotiaat, %, trendi";"Työllisyysaste, 15-64-vuotiaat, %, kausitasoitettu sarja";"Työllisyysaste, 20-64-vuotiaat, %";"Työllisyysaste, 20-64-vuotiaat, %, trendi";"Työllisyysaste, 20-64-vuotiaat, %, kausitasoitettu sarja";"Työllisyysaste, 20-69-vuotiaat, %";"Työllisyysaste, 20-69-vuotiaat, %, trendi";"Työllisyysaste, 20-69-vuotiaat, %, kausitasoitettu sarja";"Työlliset, 1000 henkilöä";"Työlliset, 1000 henkilöä, trendi";"Työlliset, 1000 henkilöä, kausitasoitettu sarja";"Työttömät, 1000 henkilöä";"Työttömät, 1000 henkilöä, trendi";"Työttömät, 1000 henkilöä, kausitasoitettu sarja";"Työttömyysaste, %";"Työttömyysaste, %, trendi";"Työttömyysaste, %, kausitasoitettu sarja";"Työttömyysaste, 15-24-vuotiaat, %";"Työttömyysaste, 15-24-vuotiaat, %, kausitasoitettu sarja";"Työttömyysaste, 15-24-vuotiaat, %, trendi"
"2026M06";73.1;70.4;70.5;76.5;75.2;75.2;71.3;70.1;70.0;2658;2568;2568;297;296;289;10.0;10.5;10.1;19.3;20.2;22.3
